Date,Holiday Name,Information,More Information,Jurisdiction,Day Of Week
31/12/2024,New Year's Eve,7pm to midnight,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Tuesday
1/01/2024,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
26/01/2024,Australia Day,Always celebrated on 26 January,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Friday
11/03/2024,Eight Hours Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
29/03/2024,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Friday
1/04/2024,Easter Monday,Public Holiday as part of Easter.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
2/04/2024,Easter Tuesday,Public Holiday currently observed by certain awards/agreements and the State Public Service,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Tuesday
25/04/2024,Anzac Day,Celebrated on the 25 April each year.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Thursday
10/06/2024,King's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
25/12/2024,Christmas Day ,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Wednesday
26/12/2024,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Thursday
1/01/2024,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://business.vic.gov.au/business-information/public-holidays,Victoria,Monday
26/01/2024,Australia Day,Always celebrated on 26 January,https://business.vic.gov.au/business-information/public-holidays,Victoria,Friday
11/03/2024,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://business.vic.gov.au/business-information/public-holidays,Victoria,Monday
29/03/2024,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Friday
30/03/2024,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Saturday
31/03/2024,Easter Sunday,Public Holiday as part of Easter.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Sunday
1/04/2024,Easter Monday,Public Holiday as part of Easter.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Monday
25/04/2024,Anzac Day,Celebrated on the 25 April each year.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Thursday
10/06/2024,King's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Monday
27/09/2024,Friday before the AFL Grand Final,Friday before the AFL Grand Final - Subject to AFL schedule,https://business.vic.gov.au/business-information/public-holidays,Victoria,Friday
5/11/2024,Melbourne Cup,All of Victoria unless alternate local holiday has been arranged by non-metro council.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Tuesday
25/12/2024,Christmas Day ,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Wednesday
26/12/2024,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://business.vic.gov.au/business-information/public-holidays,Victoria,Thursday
1/01/2024,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
26/01/2024,Australia Day,Always celebrated on 26 January,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Friday
4/03/2024,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
29/03/2024,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Friday
31/03/2024,Easter Sunday,Public Holiday as part of Easter.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Sunday
1/04/2024,Easter Monday,Public Holiday as part of Easter.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
25/04/2024,Anzac Day,Celebrated on the 25 April each year.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Thursday
3/06/2024,Western Australia Day,Held on the first Monday in June each year and is a state holiday only.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
23/09/2024,King's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
25/12/2024,Christmas Day ,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Wednesday
26/12/2024,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Thursday
1/01/2025,New Year's Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Wednesday
27/01/2025,Australia Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
10/03/2025,Canberra Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
18/04/2025,Good Friday,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Friday
19/04/2025,Easter Saturday - the day after Good Friday,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Saturday
20/04/2025,Easter Sunday,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Sunday
21/04/2025,Easter Monday,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
25/04/2025,ANZAC Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Friday
2/06/2025,Reconciliation Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
9/06/2025,King's Birthday,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
6/10/2025,Labour Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Monday
25/12/2025,Christmas Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Thursday
26/12/2025,Boxing Day,,https://www.act.gov.au/living-in-the-act/public-holidays-school-terms-and-daylight-savings,Australian Capital Territory,Friday
1/01/2025,New Year's Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Wednesday
27/01/2025,Australia Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Monday
18/04/2025,Good Friday,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Friday
19/04/2025,Easter Saturday,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Saturday
20/04/2025,Easter Sunday,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Sunday
21/04/2025,Easter Monday,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Monday
25/04/2025,Anzac Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Friday
9/06/2025,King's Birthday,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Monday
4/08/2025,Bank Holiday,"Applies to banks and certain financial institutions, see the Retail Trading Act 2008.",https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Monday
6/10/2025,Labour Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Monday
25/12/2025,Christmas Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Thursday
26/12/2025,Boxing Day,,https://www.nsw.gov.au/about-nsw/public-holidays,New South Wales,Friday
1/01/2025,New Year's Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Wednesday
27/01/2025,Australia Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Monday
18/04/2025,Good Friday,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
19/04/2025,Easter Saturday,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Saturday
20/04/2025,Easter Sunday,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Sunday
21/04/2025,Easter Monday,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Monday
25/04/2025,Anzac Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
5/05/2025,May Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Monday
9/06/2025,King's Birthday,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Monday
4/07/2025,Alice Springs Show Day,"Regional holiday - to find out which show day applies to your area, check the map of NT show day regions.",https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
11/07/2025,Tennant Creek Show Day,"Regional holiday - to find out which show day applies to your area, check the map of NT show day regions.",https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
18/07/2025,Katherine Show Day,"Regional holiday - to find out which show day applies to your area, check the map of NT show day regions.",https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
25/07/2025,Darwin Show Day,"Regional holiday - to find out which show day applies to your area, check the map of NT show day regions.",https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
4/08/2025,Picnic Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Monday
24/12/2025,Christmas Eve - part day holiday,Part day holiday - from 7pm to midnight only.,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Wednesday
25/12/2025,Christmas Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Thursday
26/12/2025,Boxing Day,,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Friday
31/12/2025,New Year's Eve - part day holiday,Part day holiday - from 7pm to midnight only.,https://www.nt.gov.au/nt-public-holidays,Northern Territory,Wednesday
1/01/2025,New Year's Day,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Wednesday
27/01/2025,Australia Day,"Australia Day public holiday is to be observed on the 26 January or, if 26 January is a Saturday or Sunday, it shall be observed the following Monday.",https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Monday
18/04/2025,Good Friday,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Friday
19/04/2025,The day after Good Friday,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Saturday
20/04/2025,Easter Sunday,Easter Sunday is appointed as a public holiday. These arrangements have been in place since 2017 following amendments to the Holidays Act 1983 (passed by Parliament on 1 December 2016).,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Sunday
21/04/2025,Easter Monday,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Monday
25/04/2025,Anzac Day,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Friday
5/05/2025,Labour Day,Labour Day public holiday is to be observed on the first Monday in May and the Birthday of the Sovereign (King's Birthday) public holiday is to be observed on the first Monday in October. These arrangements have been in place since 2016 following amendments to the Holidays Act 1983 (passed by Parliament on 13 October 2015).,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Monday
13/08/2025,Royal Queensland Show (Brisbane area only),"The Royal National Agricultural (RNA) Show Day (Brisbane only) is held on the Wednesday during the RNA Show period. The RNA Show commences on the first Friday in August, unless the first Friday is prior to 5 August, then it commences on the second Friday of August.",https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Wednesday
6/10/2025,King's Birthday,Labour Day public holiday is to be observed on the first Monday in May and the Birthday of the Sovereign (King's Birthday) public holiday is to be observed on the first Monday in October. These arrangements have been in place since 2016 following amendments to the Holidays Act 1983 (passed by Parliament on 13 October 2015).,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Monday
24/12/2025,Christmas Eve (24 December) 6pm - midnight,"From 2019, the Holidays Act 1983 provides for a part-day public holiday from 6pm to midnight on Christmas Eve (24 December).",https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Wednesday
25/12/2025,Christmas Day,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Thursday
26/12/2025,Boxing Day,,https://www.qld.gov.au/recreation/travel/holidays/public,Queensland,Friday
1/01/2025,New Years Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Wednesday
27/01/2025,Australia Day public holiday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Monday
10/03/2025,Adelaide Cup Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Monday
18/04/2025,Good Friday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Friday
19/04/2025,Easter Saturday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Saturday
20/04/2025,Easter Sunday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Sunday
21/04/2025,Easter Monday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Monday
25/04/2025,ANZAC Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Friday
9/06/2025,Kings Birthday,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Monday
6/10/2025,Labour Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Monday
24/12/2025,Christmas Eve: 7pm to midnight,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Wednesday
25/12/2025,Christmas Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Thursday
26/12/2025,Proclamation Day holiday and Boxing Day,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Friday
31/12/2025,New Years Eve: 7pm to midnight,,https://www.safework.sa.gov.au/resources/public-holidays,South Australia,Wednesday
1/01/2025,New Year's Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Wednesday
27/01/2025,Australia Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
10/03/2025,Eight Hours Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
18/04/2025,Good Friday,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Friday
21/04/2025,Easter Monday,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
22/04/2025,Easter Tuesday - generally Tasmanian Public Service only,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Tuesday
25/04/2025,ANZAC Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Friday
9/06/2025,King's Birthday,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Monday
25/12/2025,Christmas Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Thursday
26/12/2025,Boxing Day,,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,Tasmania,Friday
1/01/2025,New Year's Day,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Wednesday
27/01/2025,Australia Day,"As Australia Day falls on a Sunday, the public holiday is on the following Monday.",https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Monday
10/03/2025,Labour Day,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Monday
18/04/2025,Good Friday,"ANZAC Day, Good Friday and Christmas Day are restricted trading days.",https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Friday
19/04/2025,Saturday before Easter Sunday,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Saturday
20/04/2025,Easter Sunday,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Sunday
21/04/2025,Easter Monday,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Monday
25/04/2025,ANZAC Day,"ANZAC Day, Good Friday and Christmas Day are restricted trading days.",https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Friday
9/06/2025,King's Birthday,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Monday
,Friday before the AFL Grand Final,Friday before AFL Grand Final typically falls on the last Friday in September. The Business Victoria website will be updated with the exact date upon release of the 2025 AFL schedule.,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Saturday
4/11/2025,Melbourne Cup,Melbourne Cup Day is a public holiday across all of Victoria unless alternate local holiday has been arranged by a non-metro council.,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Tuesday
25/12/2025,Christmas Day,"ANZAC Day, Good Friday and Christmas Day are restricted trading days.",https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Thursday
26/12/2025,Boxing Day,,https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025,Victoria,Friday
1/01/2025,New Year's Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Wednesday
27/01/2025,Australia Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
3/03/2025,Labour Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
18/04/2025,Good Friday,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Friday
20/04/2025,Easter Sunday,Easter Sunday was established as a public holiday in Western Australia in February 2022. Visit the Easter Sunday public holiday page for more information.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Sunday
21/04/2025,Easter Monday,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
25/04/2025,Anzac Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Friday
2/06/2025,Western Australia Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
29/09/2025,King's Birthday,"This public holiday now known as the King's Birthday, was previously known as the Queen’s Birthday. Some regional areas in WA hold this public holiday on a different date - the 2024 dates are on the Regional WA public holiday dates page.",https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Monday
25/12/2025,Christmas Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Thursday
26/12/2025,Boxing Day,,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,Western Australia,Friday
